,id,places,theme,cluster
2854,2829,"[200, 10, 174, 341, 22]","[0.0, 0.2, 0.6, 0.2, 0.0, 0.2, 0.2, 0.6, 0.8, 0.2, 0.0, 0.0, 0.8, 0.2, 0.0, 0.8, 0.0, 0.2, 0.8, 0.0, 0.2, 0.0]",6
2855,2830,"[165, 8, 10, 16, 24, 31]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",1
2856,2831,"[768, 8, 10, 108, 13, 47, 280]","[0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0, 0.5714285714285714, 0.42857142857142855, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.0, 0.8571428571428571, 0.0, 0.0, 0.14285714285714285]",0
2857,2832,"[2, 3, 10, 15, 18, 50]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",3
2858,2833,"[1, 8, 13, 179, 153]","[0.2, 0.2, 0.6, 0.0, 0.2, 0.2, 0.2, 0.4, 0.8, 0.2, 0.0, 0.0, 0.6, 0.4, 0.0, 0.6, 0.4, 0.0, 0.8, 0.0, 0.0, 0.2]",10
2859,2834,"[161, 27, 55]","[0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",9
2860,2835,"[10, 43, 79, 210, 54, 119]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.8333333333333334, 0.16666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666, 1.0, 0.0, 0.0, 0.0]",6
2861,2836,"[2, 5, 8, 10, 13, 174, 15, 80, 22, 23, 25, 31]","[0.08333333333333333, 0.0, 0.6666666666666666, 0.25, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.75, 0.5, 0.4166666666666667, 0.08333333333333333, 0.08333333333333333, 0.5, 0.4166666666666667, 0.16666666666666666, 0.4166666666666667, 0.3333333333333333, 0.08333333333333333, 1.0, 0.0, 0.0, 0.0]",1
2862,2837,"[32, 2, 3, 38, 13, 15, 18, 21, 59]","[0.0, 0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.0, 0.1111111111111111, 0.0, 0.8888888888888888, 0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4444444444444444, 0.4444444444444444, 0.0, 0.1111111111111111, 0.8888888888888888, 0.1111111111111111, 0.0, 0.0]",7
2863,2838,"[24, 25, 5]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0]",2
2864,2839,"[2, 3, 4, 10, 434, 23]","[0.16666666666666666, 0.0, 0.3333333333333333, 0.5, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.5, 0.16666666666666666, 0.5, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",3
2865,2840,"[65, 293, 7, 8, 174, 59]","[0.0, 0.16666666666666666, 0.5, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",7
2866,2841,"[7, 85, 223]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",5
2867,2842,"[2, 3, 5]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",9
2868,2843,"[2, 3, 134, 9, 46, 310, 29, 94, 223]","[0.1111111111111111, 0.0, 0.1111111111111111, 0.7777777777777778, 0.1111111111111111, 0.0, 0.0, 0.8888888888888888, 0.2222222222222222, 0.3333333333333333, 0.4444444444444444, 0.1111111111111111, 0.4444444444444444, 0.4444444444444444, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.8888888888888888, 0.1111111111111111, 0.0, 0.0]",2
2869,2844,"[2, 3, 4, 37, 5, 103, 9, 15, 16, 18, 85, 118, 24, 251]","[0.0, 0.07142857142857142, 0.35714285714285715, 0.5714285714285714, 0.0, 0.0, 0.07142857142857142, 0.9285714285714286, 0.6428571428571429, 0.07142857142857142, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285, 0.7857142857142857, 0.21428571428571427, 0.0, 0.0]",11
2870,2845,"[37, 10, 24, 60, 382]","[0.0, 0.0, 0.4, 0.6, 0.0, 0.0, 0.2, 0.8, 0.6, 0.4, 0.0, 0.2, 0.2, 0.6, 0.6, 0.2, 0.0, 0.2, 0.6, 0.4, 0.0, 0.0]",11
2871,2846,"[2, 3, 4, 5, 6, 134, 9, 74, 10, 13, 25]","[0.09090909090909091, 0.0, 0.36363636363636365, 0.5454545454545454, 0.0, 0.0, 0.2727272727272727, 0.7272727272727273, 0.45454545454545453, 0.18181818181818182, 0.36363636363636365, 0.09090909090909091, 0.6363636363636364, 0.2727272727272727, 0.45454545454545453, 0.36363636363636365, 0.18181818181818182, 0.0, 0.7272727272727273, 0.18181818181818182, 0.0, 0.09090909090909091]",3
2872,2847,"[338, 60, 573]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0]",11
2873,2848,"[1, 3, 7, 24, 31]","[0.0, 0.0, 0.4, 0.6, 0.0, 0.0, 0.4, 0.6, 0.6, 0.2, 0.2, 0.2, 0.4, 0.4, 0.6, 0.2, 0.2, 0.0, 0.6, 0.4, 0.0, 0.0]",11
2874,2849,"[2, 3, 4, 9, 26]","[0.0, 0.0, 0.2, 0.8, 0.0, 0.0, 0.0, 1.0, 0.0, 0.2, 0.8, 0.4, 0.6, 0.0, 1.0, 0.0, 0.0, 0.0, 0.6, 0.4, 0.0, 0.0]",9
2875,2850,"[1, 2, 8, 13, 15, 25]","[0.0, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.3333333333333333, 0.5, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 1.0, 0.0, 0.0, 0.0]",1
2876,2851,"[21, 108, 5, 22]","[0.25, 0.0, 0.25, 0.5, 0.25, 0.25, 0.0, 0.5, 0.75, 0.0, 0.25, 0.25, 0.75, 0.0, 0.75, 0.25, 0.0, 0.0, 0.75, 0.0, 0.0, 0.25]",8
2877,2852,"[3, 4, 7, 8, 434, 83]","[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]",8
2878,3336,"[1065, 10, 155, 190]","[0.25, 0.5, 0.25, 0.0, 0.25, 0.25, 0.25, 0.25, 0.75, 0.25, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.75, 0.0, 0.0, 0.25]",10
2879,2853,"[32, 65, 1, 174, 60, 274, 24, 59, 28]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.1111111111111111, 0.8888888888888888, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.3333333333333333, 0.4444444444444444, 0.2222222222222222, 0.5555555555555556, 0.4444444444444444, 0.0, 0.0, 0.6666666666666666, 0.2222222222222222, 0.0, 0.1111111111111111]",7
2880,2854,"[1, 4, 9, 554, 13]","[0.0, 0.0, 0.6, 0.4, 0.0, 0.0, 0.2, 0.8, 0.6, 0.0, 0.4, 0.0, 0.8, 0.2, 0.6, 0.4, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",5
2881,2855,"[224, 1, 37, 105, 73, 174, 270, 63, 597, 91, 93, 31]","[0.0, 0.08333333333333333, 0.5833333333333334, 0.3333333333333333, 0.0, 0.0, 0.08333333333333333, 0.9166666666666666, 0.5833333333333334, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.5833333333333334, 0.3333333333333333, 0.3333333333333333, 0.4166666666666667, 0.08333333333333333, 0.16666666666666666, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",7
2882,2856,"[65, 165, 9, 15, 17, 28]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.16666666666666666, 0.5, 0.3333333333333333, 0.5, 0.16666666666666666, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",2
2883,2857,"[5, 101, 488, 526, 22]","[0.4, 0.0, 0.2, 0.4, 0.4, 0.2, 0.0, 0.4, 1.0, 0.0, 0.0, 0.0, 0.8, 0.2, 0.8, 0.2, 0.0, 0.0, 0.8, 0.0, 0.0, 0.2]",8
2884,2859,"[419, 67, 196, 427, 13, 59, 60, 831]","[0.125, 0.125, 0.625, 0.125, 0.0, 0.125, 0.0, 0.875, 0.5, 0.5, 0.0, 0.125, 0.5, 0.375, 0.375, 0.375, 0.125, 0.125, 0.75, 0.25, 0.0, 0.0]",7
2885,2860,"[196, 8, 141, 150, 24, 90, 216]","[0.2857142857142857, 0.0, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.0, 0.0, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.0, 0.42857142857142855, 0.0, 0.42857142857142855, 0.2857142857142857, 0.0, 0.2857142857142857]",11
2886,2861,"[1, 2, 9, 10, 13, 29, 179, 22, 61]","[0.2222222222222222, 0.1111111111111111, 0.4444444444444444, 0.2222222222222222, 0.1111111111111111, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.7777777777777778, 0.0, 0.2222222222222222, 0.0, 0.7777777777777778, 0.2222222222222222, 0.2222222222222222, 0.6666666666666666, 0.1111111111111111, 0.0, 0.8888888888888888, 0.0, 0.0, 0.1111111111111111]",10
2887,2862,"[3, 8, 10, 13, 915, 382]","[0.0, 0.16666666666666666, 0.5, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",7
2888,2863,"[99, 3, 5, 6, 8, 9, 13, 16, 88, 155, 61]","[0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.5454545454545454, 0.0, 0.0, 0.2727272727272727, 0.7272727272727273, 0.5454545454545454, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091, 0.5454545454545454, 0.36363636363636365, 0.36363636363636365, 0.2727272727272727, 0.09090909090909091, 0.2727272727272727, 0.6363636363636364, 0.2727272727272727, 0.0, 0.09090909090909091]",11
2889,2864,"[2, 3, 196, 13, 78, 111, 15, 114, 150, 22, 831]","[0.36363636363636365, 0.09090909090909091, 0.36363636363636365, 0.18181818181818182, 0.2727272727272727, 0.18181818181818182, 0.09090909090909091, 0.45454545454545453, 0.5454545454545454, 0.2727272727272727, 0.18181818181818182, 0.18181818181818182, 0.7272727272727273, 0.09090909090909091, 0.36363636363636365, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.6363636363636364, 0.09090909090909091, 0.0, 0.2727272727272727]",8
2890,2865,"[37, 7, 8, 776, 244, 61]","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666]",11
2891,2866,"[228, 229, 4, 6, 46, 19, 59, 223]","[0.0, 0.0, 0.75, 0.25, 0.0, 0.0, 0.125, 0.875, 0.625, 0.25, 0.125, 0.0, 0.625, 0.375, 0.25, 0.625, 0.125, 0.0, 0.875, 0.125, 0.0, 0.0]",6
2892,2867,"[3, 134, 903, 8, 9, 267, 13, 142, 15, 17, 530, 22, 153, 28, 29, 31, 179, 55, 203, 336, 94]","[0.19047619047619047, 0.14285714285714285, 0.2857142857142857, 0.38095238095238093, 0.19047619047619047, 0.14285714285714285, 0.0, 0.6666666666666666, 0.47619047619047616, 0.38095238095238093, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.3333333333333333, 0.2857142857142857, 0.2857142857142857, 0.09523809523809523, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",0
2893,2868,"[65, 903, 43, 22, 188, 29, 831]","[0.42857142857142855, 0.0, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.0, 0.42857142857142855, 0.7142857142857143, 0.0, 0.2857142857142857, 0.14285714285714285, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0]",10
2894,2869,"[66, 10, 110, 20, 149]","[0.2, 0.2, 0.2, 0.4, 0.2, 0.2, 0.2, 0.4, 0.8, 0.2, 0.0, 0.0, 0.8, 0.2, 0.2, 0.4, 0.2, 0.2, 0.6, 0.0, 0.0, 0.4]",10
2895,2870,"[4, 37, 903, 13, 239, 23]","[0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",0
2896,2871,"[1, 132, 134, 9, 10, 214, 310, 59, 61]","[0.2222222222222222, 0.0, 0.4444444444444444, 0.3333333333333333, 0.1111111111111111, 0.0, 0.3333333333333333, 0.5555555555555556, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.0, 0.6666666666666666, 0.3333333333333333, 0.2222222222222222, 0.4444444444444444, 0.2222222222222222, 0.1111111111111111, 0.7777777777777778, 0.0, 0.0, 0.2222222222222222]",0
2897,2872,"[32, 1, 5, 8, 105, 10, 76, 13, 19, 52, 21, 22, 25, 220, 31]","[0.0, 0.0, 0.7333333333333333, 0.26666666666666666, 0.0, 0.06666666666666667, 0.13333333333333333, 0.8, 0.6, 0.3333333333333333, 0.06666666666666667, 0.06666666666666667, 0.4, 0.5333333333333333, 0.3333333333333333, 0.4666666666666667, 0.2, 0.0, 0.8666666666666667, 0.13333333333333333, 0.0, 0.0]",7
2898,2873,"[32, 34, 98, 67, 165, 707, 8, 137, 74, 10, 109, 22, 187, 28, 189, 94, 31]","[0.11764705882352941, 0.0, 0.5882352941176471, 0.29411764705882354, 0.0, 0.058823529411764705, 0.11764705882352941, 0.8235294117647058, 0.5294117647058824, 0.23529411764705882, 0.23529411764705882, 0.11764705882352941, 0.5294117647058824, 0.35294117647058826, 0.23529411764705882, 0.5882352941176471, 0.17647058823529413, 0.0, 0.8823529411764706, 0.058823529411764705, 0.0, 0.058823529411764705]",7
2899,2874,"[1, 99, 8, 10, 13, 174, 46, 48, 18, 22, 59]","[0.0, 0.09090909090909091, 0.8181818181818182, 0.09090909090909091, 0.0, 0.09090909090909091, 0.18181818181818182, 0.7272727272727273, 0.6363636363636364, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.6363636363636364, 0.2727272727272727, 0.09090909090909091, 0.7272727272727273, 0.09090909090909091, 0.09090909090909091, 0.9090909090909091, 0.09090909090909091, 0.0, 0.0]",6
2900,2875,"[32, 1, 3, 8, 9, 10, 270, 21, 22, 61, 62]","[0.18181818181818182, 0.0, 0.45454545454545453, 0.36363636363636365, 0.09090909090909091, 0.09090909090909091, 0.2727272727272727, 0.5454545454545454, 0.6363636363636364, 0.09090909090909091, 0.2727272727272727, 0.18181818181818182, 0.6363636363636364, 0.18181818181818182, 0.2727272727272727, 0.5454545454545454, 0.18181818181818182, 0.0, 0.7272727272727273, 0.09090909090909091, 0.0, 0.18181818181818182]",5
2901,2876,"[2, 3, 134, 8, 10, 13, 22, 25]","[0.0, 0.0, 0.625, 0.375, 0.0, 0.125, 0.125, 0.75, 0.375, 0.375, 0.25, 0.125, 0.375, 0.5, 0.25, 0.375, 0.375, 0.0, 0.875, 0.125, 0.0, 0.0]",7
2902,2877,"[1, 8, 10, 174, 22, 223]","[0.0, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0]",6
2903,2878,"[2, 3, 10, 13, 78, 22, 28]","[0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",5
2904,2879,"[8, 28, 4, 903]","[0.25, 0.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.75, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.5, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",3
2905,2880,"[155, 28, 29, 31]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.75, 0.25, 0.75, 0.0, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 0.0, 0.0]",1
2906,2881,"[8, 9, 10, 174, 46, 434, 18, 21, 22]","[0.1111111111111111, 0.0, 0.6666666666666666, 0.2222222222222222, 0.0, 0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.3333333333333333, 0.5555555555555556, 0.1111111111111111, 0.0, 0.8888888888888888, 0.0, 0.0, 0.1111111111111111]",6
2907,2882,"[1, 37, 38, 10, 202, 76, 78, 174, 16, 18, 22, 214, 24, 61, 62, 223]","[0.25, 0.0625, 0.4375, 0.25, 0.1875, 0.125, 0.1875, 0.5, 0.875, 0.125, 0.0, 0.0, 0.625, 0.375, 0.3125, 0.4375, 0.125, 0.125, 0.625, 0.125, 0.0, 0.25]",10
2908,2883,"[8, 3, 83, 13]","[0.25, 0.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.75, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.5, 0.25, 0.0, 0.5, 0.25, 0.0, 0.25]",7
2909,2884,"[233, 5, 110]","[0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",4
2910,2885,"[434, 4, 142, 831]","[0.75, 0.0, 0.25, 0.0, 0.25, 0.25, 0.0, 0.5, 0.75, 0.0, 0.25, 0.0, 0.75, 0.25, 0.5, 0.25, 0.25, 0.0, 0.5, 0.0, 0.0, 0.5]",4
2911,2886,"[7, 10, 108, 174, 22, 223]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 0.8333333333333334, 0.16666666666666666, 0.3333333333333333, 0.5, 0.16666666666666666, 0.0, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666]",10
2912,2887,"[2, 134, 8, 74, 267, 15, 17, 341, 310, 22, 31]","[0.09090909090909091, 0.0, 0.36363636363636365, 0.5454545454545454, 0.0, 0.09090909090909091, 0.09090909090909091, 0.8181818181818182, 0.18181818181818182, 0.7272727272727273, 0.09090909090909091, 0.09090909090909091, 0.2727272727272727, 0.6363636363636364, 0.18181818181818182, 0.18181818181818182, 0.45454545454545453, 0.18181818181818182, 0.9090909090909091, 0.0, 0.0, 0.09090909090909091]",2
2913,2888,"[1, 75, 46, 15, 80, 174, 22]","[0.2857142857142857, 0.0, 0.7142857142857143, 0.0, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.8571428571428571, 0.14285714285714285, 0.0, 0.14285714285714285, 0.8571428571428571, 0.0, 0.0, 0.8571428571428571, 0.0, 0.14285714285714285, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0]",10
2914,2889,"[2, 3, 5, 37, 9, 13, 16, 25, 59]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.1111111111111111, 0.3333333333333333, 0.5555555555555556, 0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",11
2915,2890,"[2, 3, 8, 9, 10, 203, 200, 13, 174]","[0.0, 0.2222222222222222, 0.4444444444444444, 0.3333333333333333, 0.0, 0.0, 0.1111111111111111, 0.8888888888888888, 0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.0, 0.6666666666666666, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]",5
2916,2891,"[2, 5, 8, 10, 15, 179, 22, 25, 31]","[0.0, 0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.0, 0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.2222222222222222, 0.2222222222222222, 0.4444444444444444, 0.1111111111111111, 1.0, 0.0, 0.0, 0.0]",1
2917,2892,"[3, 483, 6, 9, 13, 15, 17, 85, 373, 1081, 26]","[0.09090909090909091, 0.09090909090909091, 0.2727272727272727, 0.5454545454545454, 0.09090909090909091, 0.0, 0.09090909090909091, 0.8181818181818182, 0.36363636363636365, 0.45454545454545453, 0.18181818181818182, 0.2727272727272727, 0.45454545454545453, 0.2727272727272727, 0.36363636363636365, 0.45454545454545453, 0.0, 0.18181818181818182, 0.7272727272727273, 0.2727272727272727, 0.0, 0.0]",3
2918,2893,"[15, 222, 7]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0]",11
2919,2894,"[2, 134, 8, 10, 13, 80, 336, 18, 22, 23, 25]","[0.09090909090909091, 0.0, 0.6363636363636364, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.7272727272727273, 0.45454545454545453, 0.45454545454545453, 0.09090909090909091, 0.0, 0.5454545454545454, 0.45454545454545453, 0.18181818181818182, 0.45454545454545453, 0.36363636363636365, 0.0, 0.9090909090909091, 0.09090909090909091, 0.0, 0.0]",1
2920,2895,"[8, 31, 37, 39]","[0.0, 0.0, 0.75, 0.25, 0.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.25, 0.25, 0.5, 0.0, 0.75, 0.25, 0.0, 0.0]",1
2921,2896,"[223, 3, 37, 5, 8, 9, 13, 15, 16, 17, 52, 20, 22, 25, 59, 28, 61, 31]","[0.05555555555555555, 0.0, 0.3888888888888889, 0.5555555555555556, 0.0, 0.05555555555555555, 0.05555555555555555, 0.8888888888888888, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.16666666666666666, 0.2777777777777778, 0.5555555555555556, 0.5, 0.2222222222222222, 0.2222222222222222, 0.05555555555555555, 0.7222222222222222, 0.2222222222222222, 0.0, 0.05555555555555555]",2
2922,2897,"[2, 3, 5, 134, 8, 10, 13, 15, 16, 80, 22, 23, 59, 31]","[0.07142857142857142, 0.0, 0.5, 0.42857142857142855, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.7857142857142857, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.35714285714285715, 0.5, 0.2857142857142857, 0.35714285714285715, 0.2857142857142857, 0.07142857142857142, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0]",7
2923,2898,"[8, 10, 78, 112, 126]","[0.4, 0.0, 0.6, 0.0, 0.4, 0.0, 0.2, 0.4, 0.8, 0.2, 0.0, 0.0, 0.8, 0.2, 0.2, 0.4, 0.2, 0.2, 0.6, 0.0, 0.0, 0.4]",10
2924,3383,"[82, 172, 188, 213]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.5, 0.5, 0.25, 0.25, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.25, 0.25, 0.0, 0.5]",8
