,id,places,theme,cluster,score
3512,3495,"[257, 3, 5, 6, 142, 15, 17, 18, 21, 22, 24, 154, 28, 286, 42, 49, 62, 197, 83]","[0.3157894736842105, 0.05263157894736842, 0.21052631578947367, 0.42105263157894735, 0.3157894736842105, 0.10526315789473684, 0.05263157894736842, 0.5263157894736842, 0.7368421052631579, 0.15789473684210525, 0.10526315789473684, 0.21052631578947367, 0.5789473684210527, 0.21052631578947367, 0.42105263157894735, 0.42105263157894735, 0.05263157894736842, 0.10526315789473684, 0.47368421052631576, 0.15789473684210525, 0.0, 0.3684210526315789]",8,234367
3513,3497,"[320, 2, 323, 4, 3, 134, 8, 9, 42, 13, 15, 244, 22, 184, 24, 59, 29, 223]","[0.05555555555555555, 0.0, 0.5, 0.4444444444444444, 0.05555555555555555, 0.05555555555555555, 0.0, 0.8888888888888888, 0.3333333333333333, 0.3888888888888889, 0.2777777777777778, 0.16666666666666666, 0.2777777777777778, 0.5555555555555556, 0.4444444444444444, 0.2222222222222222, 0.2222222222222222, 0.1111111111111111, 0.8888888888888888, 0.1111111111111111, 0.0, 0.0]",2,310512
3514,3498,"[32, 65, 4, 5, 8, 9, 15, 305, 53, 24, 59]","[0.0, 0.0, 0.45454545454545453, 0.5454545454545454, 0.0, 0.0, 0.0, 1.0, 0.36363636363636365, 0.36363636363636365, 0.2727272727272727, 0.18181818181818182, 0.36363636363636365, 0.45454545454545453, 0.5454545454545454, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.8181818181818182, 0.18181818181818182, 0.0, 0.0]",2,308575
3515,3499,"[5, 6, 9, 78, 17, 18, 22]","[0.14285714285714285, 0.0, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.8571428571428571, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",5,345842
3516,3501,"[15, 17, 52, 93, 58, 29]","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.0, 0.0, 0.8333333333333334, 0.5, 0.5, 0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",11,163561
3517,3502,"[257, 2, 165, 6, 103, 8, 37, 524, 78, 15, 112, 244, 21, 22, 154, 59, 28, 30]","[0.2222222222222222, 0.05555555555555555, 0.4444444444444444, 0.2777777777777778, 0.16666666666666666, 0.05555555555555555, 0.1111111111111111, 0.6666666666666666, 0.6111111111111112, 0.2777777777777778, 0.1111111111111111, 0.16666666666666666, 0.4444444444444444, 0.3888888888888889, 0.3333333333333333, 0.3888888888888889, 0.16666666666666666, 0.1111111111111111, 0.7222222222222222, 0.1111111111111111, 0.0, 0.16666666666666666]",0,217230
3518,3503,"[2, 5, 8, 9, 524, 15, 18, 148, 150, 24, 30, 165, 37, 52, 58, 59, 62, 65, 71]","[0.21052631578947367, 0.10526315789473684, 0.3157894736842105, 0.3684210526315789, 0.10526315789473684, 0.0, 0.10526315789473684, 0.7894736842105263, 0.5789473684210527, 0.2631578947368421, 0.15789473684210525, 0.10526315789473684, 0.5263157894736842, 0.3684210526315789, 0.42105263157894735, 0.2631578947368421, 0.2631578947368421, 0.05263157894736842, 0.6842105263157895, 0.21052631578947367, 0.0, 0.10526315789473684]",7,236655
3519,3504,"[2, 3, 4, 5, 8, 9, 13, 15, 17, 18, 20, 24, 29, 32, 165, 49, 53, 56, 196, 75, 77, 112]","[0.09090909090909091, 0.0, 0.45454545454545453, 0.45454545454545453, 0.09090909090909091, 0.0, 0.0, 0.9090909090909091, 0.5, 0.2727272727272727, 0.22727272727272727, 0.13636363636363635, 0.45454545454545453, 0.4090909090909091, 0.5, 0.36363636363636365, 0.09090909090909091, 0.045454545454545456, 0.8636363636363636, 0.13636363636363635, 0.0, 0.0]",7,323925
3520,3505,"[224, 1, 2, 1058, 71, 78, 112, 22, 153, 30]","[0.2, 0.2, 0.4, 0.2, 0.2, 0.2, 0.3, 0.3, 0.7, 0.1, 0.2, 0.1, 0.9, 0.0, 0.2, 0.5, 0.1, 0.2, 0.7, 0.1, 0.0, 0.2]",10,317299
3521,3506,"[3, 5, 37, 8, 9, 15, 144, 17, 18, 145, 26, 59, 61]","[0.15384615384615385, 0.07692307692307693, 0.3076923076923077, 0.46153846153846156, 0.07692307692307693, 0.0, 0.07692307692307693, 0.8461538461538461, 0.46153846153846156, 0.38461538461538464, 0.15384615384615385, 0.23076923076923078, 0.46153846153846156, 0.3076923076923077, 0.5384615384615384, 0.3076923076923077, 0.07692307692307693, 0.07692307692307693, 0.5384615384615384, 0.23076923076923078, 0.0, 0.23076923076923078]",11,300567
3522,3507,"[130, 2, 3, 4, 8, 9, 13, 15, 18, 29, 20, 93, 62, 223]","[0.14285714285714285, 0.0, 0.5, 0.35714285714285715, 0.14285714285714285, 0.0, 0.0, 0.8571428571428571, 0.42857142857142855, 0.21428571428571427, 0.35714285714285715, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.21428571428571427, 0.07142857142857142, 0.8571428571428571, 0.07142857142857142, 0.0, 0.07142857142857142]",3,390984
3523,3508,"[320, 130, 3, 230, 9, 78, 463, 16, 145, 18, 83, 214, 24]","[0.3076923076923077, 0.07692307692307693, 0.23076923076923078, 0.38461538461538464, 0.3076923076923077, 0.0, 0.0, 0.6923076923076923, 0.6153846153846154, 0.15384615384615385, 0.23076923076923078, 0.07692307692307693, 0.6153846153846154, 0.3076923076923077, 0.6923076923076923, 0.15384615384615385, 0.0, 0.15384615384615385, 0.46153846153846156, 0.23076923076923078, 0.0, 0.3076923076923077]",8,193293
3524,3509,"[34, 3, 5, 6, 8, 9, 76, 15, 16, 49, 145, 244, 24, 187, 28]","[0.13333333333333333, 0.0, 0.3333333333333333, 0.5333333333333333, 0.06666666666666667, 0.0, 0.06666666666666667, 0.8666666666666667, 0.6, 0.26666666666666666, 0.13333333333333333, 0.2, 0.26666666666666666, 0.5333333333333333, 0.6666666666666666, 0.13333333333333333, 0.13333333333333333, 0.06666666666666667, 0.6666666666666666, 0.26666666666666666, 0.0, 0.06666666666666667]",11,301832
3525,3510,"[32, 15, 83, 22, 29]","[0.4, 0.0, 0.6, 0.0, 0.4, 0.2, 0.0, 0.4, 0.8, 0.2, 0.0, 0.2, 0.6, 0.2, 0.0, 0.8, 0.0, 0.2, 0.8, 0.0, 0.0, 0.2]",10,177346
3526,3511,"[3, 4, 5, 6, 9, 41, 75, 78, 15, 18, 1075, 22, 88, 28, 93, 223]","[0.125, 0.0, 0.4375, 0.4375, 0.125, 0.0625, 0.125, 0.6875, 0.625, 0.1875, 0.1875, 0.1875, 0.6875, 0.125, 0.375, 0.3125, 0.125, 0.1875, 0.75, 0.1875, 0.0, 0.0625]",5,311702
3527,3512,"[4, 37, 5, 8, 200, 15, 49, 29, 18, 22, 59, 125, 62]","[0.15384615384615385, 0.07692307692307693, 0.46153846153846156, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.0, 0.7692307692307693, 0.6153846153846154, 0.23076923076923078, 0.15384615384615385, 0.15384615384615385, 0.46153846153846156, 0.38461538461538464, 0.38461538461538464, 0.38461538461538464, 0.15384615384615385, 0.07692307692307693, 0.6923076923076923, 0.15384615384615385, 0.07692307692307693, 0.07692307692307693]",7,266404
3528,3513,"[32, 128, 2, 3, 5, 6, 8, 9, 13, 15, 49, 17, 20, 22, 439, 24, 59]","[0.0, 0.0, 0.4117647058823529, 0.5882352941176471, 0.0, 0.058823529411764705, 0.058823529411764705, 0.8823529411764706, 0.5294117647058824, 0.23529411764705882, 0.23529411764705882, 0.17647058823529413, 0.4117647058823529, 0.4117647058823529, 0.5294117647058824, 0.35294117647058826, 0.058823529411764705, 0.058823529411764705, 0.7647058823529411, 0.23529411764705882, 0.0, 0.0]",11,367317
3529,3514,"[2, 3, 5, 8, 9, 10, 75, 13, 179, 184, 59]","[0.09090909090909091, 0.09090909090909091, 0.36363636363636365, 0.45454545454545453, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.7272727272727273, 0.45454545454545453, 0.18181818181818182, 0.36363636363636365, 0.18181818181818182, 0.5454545454545454, 0.2727272727272727, 0.45454545454545453, 0.36363636363636365, 0.18181818181818182, 0.0, 0.8181818181818182, 0.18181818181818182, 0.0, 0.0]",3,428424
3530,3515,"[4, 5, 230, 6, 8, 328, 13, 78, 15, 114, 18, 22, 439, 28, 61]","[0.13333333333333333, 0.06666666666666667, 0.4666666666666667, 0.3333333333333333, 0.06666666666666667, 0.06666666666666667, 0.2, 0.6666666666666666, 0.6666666666666666, 0.26666666666666666, 0.06666666666666667, 0.13333333333333333, 0.5333333333333333, 0.3333333333333333, 0.3333333333333333, 0.4, 0.06666666666666667, 0.2, 0.6666666666666666, 0.2, 0.0, 0.13333333333333333]",5,276541
3531,3517,"[2, 3, 8, 9, 42, 15, 17, 22, 62]","[0.1111111111111111, 0.0, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.0, 0.7777777777777778, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.5555555555555556, 0.2222222222222222, 0.4444444444444444, 0.1111111111111111, 0.2222222222222222, 0.2222222222222222, 0.7777777777777778, 0.1111111111111111, 0.0, 0.1111111111111111]",3,446689
3532,3518,"[5, 9, 42, 140, 13, 15, 22, 153, 59, 29, 62, 223]","[0.25, 0.08333333333333333, 0.4166666666666667, 0.25, 0.25, 0.08333333333333333, 0.0, 0.6666666666666666, 0.6666666666666666, 0.25, 0.08333333333333333, 0.08333333333333333, 0.5833333333333334, 0.3333333333333333, 0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.16666666666666666]",0,208964
3533,3519,"[65, 2, 3, 4, 5, 187, 15, 179, 22, 24, 59]","[0.09090909090909091, 0.09090909090909091, 0.36363636363636365, 0.45454545454545453, 0.0, 0.18181818181818182, 0.0, 0.8181818181818182, 0.45454545454545453, 0.18181818181818182, 0.36363636363636365, 0.2727272727272727, 0.45454545454545453, 0.2727272727272727, 0.6363636363636364, 0.18181818181818182, 0.09090909090909091, 0.09090909090909091, 0.8181818181818182, 0.18181818181818182, 0.0, 0.0]",3,431997
3534,3521,"[66, 108, 78, 71]","[0.5, 0.25, 0.25, 0.0, 0.5, 0.25, 0.25, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.75]",4,90741
3535,3522,"[3, 4, 38, 103, 13, 141, 434, 244, 23, 59, 311, 223]","[0.08333333333333333, 0.08333333333333333, 0.4166666666666667, 0.4166666666666667, 0.0, 0.08333333333333333, 0.0, 0.9166666666666666, 0.4166666666666667, 0.3333333333333333, 0.25, 0.16666666666666666, 0.08333333333333333, 0.75, 0.5, 0.25, 0.25, 0.0, 0.6666666666666666, 0.25, 0.0, 0.08333333333333333]",2,245392
3536,3523,"[3, 326, 7, 9, 10, 13, 46, 52, 117, 22, 59, 29, 286]","[0.07692307692307693, 0.15384615384615385, 0.38461538461538464, 0.38461538461538464, 0.07692307692307693, 0.15384615384615385, 0.23076923076923078, 0.5384615384615384, 0.6923076923076923, 0.15384615384615385, 0.15384615384615385, 0.07692307692307693, 0.46153846153846156, 0.46153846153846156, 0.38461538461538464, 0.5384615384615384, 0.0, 0.07692307692307693, 0.6153846153846154, 0.23076923076923078, 0.0, 0.15384615384615385]",5,264677
3537,3525,"[2, 3, 130, 37, 10, 13, 110, 82, 346]","[0.1111111111111111, 0.1111111111111111, 0.4444444444444444, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.4444444444444444, 0.5555555555555556, 0.0, 0.0, 0.5555555555555556, 0.2222222222222222, 0.0, 0.2222222222222222]",5,366648
3538,3526,"[2, 3, 5, 6, 37, 9, 15, 49, 29]","[0.1111111111111111, 0.0, 0.1111111111111111, 0.7777777777777778, 0.1111111111111111, 0.0, 0.1111111111111111, 0.7777777777777778, 0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.2222222222222222, 0.4444444444444444, 0.3333333333333333, 0.6666666666666666, 0.2222222222222222, 0.0, 0.1111111111111111, 0.5555555555555556, 0.4444444444444444, 0.0, 0.0]",11,509220
3539,3527,"[2, 3, 5, 37, 8, 9, 13, 17, 22, 24, 30]","[0.0, 0.09090909090909091, 0.2727272727272727, 0.6363636363636364, 0.0, 0.09090909090909091, 0.09090909090909091, 0.8181818181818182, 0.5454545454545454, 0.18181818181818182, 0.2727272727272727, 0.09090909090909091, 0.45454545454545453, 0.45454545454545453, 0.6363636363636364, 0.18181818181818182, 0.18181818181818182, 0.0, 0.8181818181818182, 0.18181818181818182, 0.0, 0.0]",11,452090
3540,3528,"[1, 2, 3, 5, 6, 9, 10, 13, 15, 214, 22, 59]","[0.08333333333333333, 0.0, 0.5, 0.4166666666666667, 0.08333333333333333, 0.08333333333333333, 0.25, 0.5833333333333334, 0.5833333333333334, 0.16666666666666666, 0.25, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.4166666666666667, 0.5, 0.0, 0.08333333333333333, 0.75, 0.16666666666666666, 0.0, 0.08333333333333333]",5,541164
3541,3529,"[2, 578, 103, 72, 8, 10, 13, 15, 18, 52, 22, 94]","[0.08333333333333333, 0.0, 0.5833333333333334, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.75, 0.5, 0.25, 0.25, 0.16666666666666666, 0.5, 0.3333333333333333, 0.25, 0.5, 0.08333333333333333, 0.16666666666666666, 0.9166666666666666, 0.08333333333333333, 0.0, 0.0]",7,286011
3542,3530,"[3, 5, 103, 9, 42, 235, 15, 21, 22, 214, 59, 29, 287]","[0.15384615384615385, 0.0, 0.5384615384615384, 0.3076923076923077, 0.15384615384615385, 0.07692307692307693, 0.0, 0.7692307692307693, 0.5384615384615384, 0.23076923076923078, 0.23076923076923078, 0.23076923076923078, 0.46153846153846156, 0.3076923076923077, 0.5384615384615384, 0.3076923076923077, 0.0, 0.15384615384615385, 0.8461538461538461, 0.07692307692307693, 0.0, 0.07692307692307693]",7,257068
3543,3531,"[3, 37, 6, 38, 8, 5, 9, 13, 15, 18, 22, 24, 88, 29]","[0.07142857142857142, 0.07142857142857142, 0.35714285714285715, 0.5, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.6428571428571429, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.35714285714285715, 0.5, 0.42857142857142855, 0.35714285714285715, 0.07142857142857142, 0.14285714285714285, 0.7857142857142857, 0.21428571428571427, 0.0, 0.0]",7,349081
3544,3533,"[1, 2, 4, 8, 13, 16, 83, 597, 24, 59, 287]","[0.09090909090909091, 0.0, 0.5454545454545454, 0.36363636363636365, 0.09090909090909091, 0.0, 0.09090909090909091, 0.8181818181818182, 0.5454545454545454, 0.2727272727272727, 0.18181818181818182, 0.0, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 0.36363636363636365, 0.09090909090909091, 0.0, 0.8181818181818182, 0.09090909090909091, 0.0, 0.09090909090909091]",7,440589
3545,3535,"[2, 10, 13, 18, 179, 83, 22]","[0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.8571428571428571, 0.0, 0.14285714285714285, 0.0, 0.8571428571428571, 0.14285714285714285, 0.14285714285714285, 0.7142857142857143, 0.14285714285714285, 0.0, 0.8571428571428571, 0.0, 0.0, 0.14285714285714285]",10,352139
3546,3537,"[2, 3, 4, 5, 419, 8, 9, 76, 13, 15, 17, 21, 217, 59]","[0.0, 0.0, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.0, 1.0, 0.2857142857142857, 0.35714285714285715, 0.35714285714285715, 0.21428571428571427, 0.42857142857142855, 0.35714285714285715, 0.6428571428571429, 0.21428571428571427, 0.07142857142857142, 0.07142857142857142, 0.8571428571428571, 0.07142857142857142, 0.0, 0.07142857142857142]",3,423856
3547,3538,"[2, 3, 6, 10, 13, 434, 22]","[0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285, 0.2857142857142857, 0.5714285714285714, 0.7142857142857143, 0.0, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.0, 0.0, 0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285]",5,537118
3548,3540,"[162, 3, 134, 8, 10, 13, 526, 15, 78, 310, 439, 61]","[0.3333333333333333, 0.0, 0.4166666666666667, 0.25, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.5, 0.4166666666666667, 0.08333333333333333, 0.16666666666666666, 0.4166666666666667, 0.4166666666666667, 0.16666666666666666, 0.3333333333333333, 0.25, 0.25, 0.75, 0.08333333333333333, 0.0, 0.16666666666666666]",0,233830
3549,3541,"[2, 4, 8, 187, 53, 23, 59]","[0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.0, 0.0, 0.0, 1.0, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.0, 0.2857142857142857, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.0, 1.0, 0.0, 0.0, 0.0]",2,432100
3550,3542,"[1, 2, 3, 4, 37, 6, 5, 9, 13, 20, 24]","[0.0, 0.0, 0.2727272727272727, 0.7272727272727273, 0.0, 0.0, 0.18181818181818182, 0.8181818181818182, 0.6363636363636364, 0.0, 0.36363636363636365, 0.09090909090909091, 0.6363636363636364, 0.2727272727272727, 0.7272727272727273, 0.2727272727272727, 0.0, 0.0, 0.7272727272727273, 0.2727272727272727, 0.0, 0.0]",11,632232
3551,3543,"[1, 2, 3, 4, 5, 6, 9, 11, 140, 15, 17, 20, 21, 22, 24, 37, 49, 65, 76, 214]","[0.05, 0.05, 0.25, 0.65, 0.05, 0.05, 0.1, 0.8, 0.55, 0.15, 0.3, 0.25, 0.5, 0.25, 0.7, 0.25, 0.0, 0.05, 0.65, 0.3, 0.0, 0.05]",11,417614
3552,3544,"[38, 13, 15, 18, 244, 21]","[0.0, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.8333333333333334, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666, 1.0, 0.0, 0.0, 0.0]",7,203032
3553,3545,"[257, 6, 199, 42, 74, 206, 111, 144, 18, 88, 154, 30]","[0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.4166666666666667, 0.0, 0.3333333333333333, 0.25, 0.9166666666666666, 0.08333333333333333, 0.0, 0.0, 0.9166666666666666, 0.08333333333333333, 0.25, 0.4166666666666667, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.08333333333333333, 0.0, 0.5833333333333334]",4,131898
3554,3546,"[64, 162, 3, 450, 8, 106, 172, 108, 78, 142, 336, 111, 18, 179, 50, 244, 154, 30]","[0.5, 0.1111111111111111, 0.2777777777777778, 0.1111111111111111, 0.3888888888888889, 0.05555555555555555, 0.1111111111111111, 0.4444444444444444, 0.6666666666666666, 0.2777777777777778, 0.05555555555555555, 0.05555555555555555, 0.8333333333333334, 0.1111111111111111, 0.4444444444444444, 0.16666666666666666, 0.16666666666666666, 0.2222222222222222, 0.4444444444444444, 0.16666666666666666, 0.0, 0.3888888888888889]",8,149070
3555,3547,"[2, 3, 38, 6, 9, 44, 13, 14, 15, 336, 305, 21, 22, 24, 59]","[0.0, 0.06666666666666667, 0.3333333333333333, 0.6, 0.0, 0.13333333333333333, 0.06666666666666667, 0.8, 0.4, 0.2, 0.4, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.26666666666666666, 0.0, 0.06666666666666667, 0.6, 0.4, 0.0, 0.0]",9,344738
3556,3548,"[1, 2, 3, 4, 165, 9, 18, 22, 439, 59, 29]","[0.09090909090909091, 0.0, 0.6363636363636364, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.7272727272727273, 0.5454545454545454, 0.09090909090909091, 0.36363636363636365, 0.09090909090909091, 0.5454545454545454, 0.36363636363636365, 0.36363636363636365, 0.6363636363636364, 0.0, 0.0, 0.9090909090909091, 0.09090909090909091, 0.0, 0.0]",5,507208
3557,3549,"[128, 65, 2, 3, 134, 8, 10, 15, 336, 310, 24, 59]","[0.0, 0.0, 0.4166666666666667, 0.5833333333333334, 0.0, 0.0, 0.08333333333333333, 0.9166666666666666, 0.16666666666666666, 0.5, 0.3333333333333333, 0.3333333333333333, 0.25, 0.4166666666666667, 0.5, 0.16666666666666666, 0.25, 0.08333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",2,323814
3558,3550,"[65, 2, 3, 1, 4, 11, 110, 17, 117]","[0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.5555555555555556, 0.1111111111111111, 0.0, 0.2222222222222222, 0.6666666666666666, 0.3333333333333333, 0.2222222222222222, 0.4444444444444444, 0.3333333333333333, 0.5555555555555556, 0.1111111111111111, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0, 0.4444444444444444, 0.3333333333333333, 0.0, 0.2222222222222222]",9,584192
3559,3551,"[224, 257, 192, 3, 4, 37, 9, 172, 14, 15, 49, 244, 20, 214, 439, 56]","[0.1875, 0.0, 0.3125, 0.5, 0.1875, 0.0, 0.0, 0.8125, 0.5, 0.1875, 0.3125, 0.25, 0.375, 0.375, 0.75, 0.125, 0.0625, 0.0625, 0.5, 0.3125, 0.0, 0.1875]",11,234666
3560,3552,"[162, 3, 4, 8, 88, 42, 9, 155, 13, 50, 179, 244, 439, 184, 59]","[0.13333333333333333, 0.13333333333333333, 0.4666666666666667, 0.26666666666666666, 0.0, 0.06666666666666667, 0.13333333333333333, 0.8, 0.4, 0.3333333333333333, 0.26666666666666666, 0.13333333333333333, 0.4666666666666667, 0.4, 0.3333333333333333, 0.2, 0.13333333333333333, 0.3333333333333333, 0.9333333333333333, 0.06666666666666667, 0.0, 0.0]",7,252529
3561,3553,"[1, 3, 4, 165, 8, 9, 11, 13, 15, 145, 732]","[0.09090909090909091, 0.0, 0.5454545454545454, 0.36363636363636365, 0.09090909090909091, 0.0, 0.09090909090909091, 0.8181818181818182, 0.36363636363636365, 0.2727272727272727, 0.36363636363636365, 0.36363636363636365, 0.36363636363636365, 0.2727272727272727, 0.5454545454545454, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.6363636363636364, 0.2727272727272727, 0.0, 0.09090909090909091]",3,468379
3562,3554,"[162, 6, 8, 41, 75, 146, 59, 284]","[0.25, 0.125, 0.5, 0.125, 0.25, 0.0, 0.125, 0.625, 0.625, 0.375, 0.0, 0.0, 0.75, 0.25, 0.0, 0.5, 0.25, 0.25, 0.5, 0.375, 0.0, 0.125]",0,189505
3563,3555,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 13, 15, 24, 154, 28, 287, 32, 37, 174, 49, 93, 112]","[0.047619047619047616, 0.0, 0.5238095238095238, 0.42857142857142855, 0.047619047619047616, 0.0, 0.14285714285714285, 0.8095238095238095, 0.6190476190476191, 0.19047619047619047, 0.19047619047619047, 0.14285714285714285, 0.6190476190476191, 0.23809523809523808, 0.47619047619047616, 0.42857142857142855, 0.047619047619047616, 0.047619047619047616, 0.7619047619047619, 0.19047619047619047, 0.0, 0.047619047619047616]",5,407034
3564,3556,"[5, 197, 41, 15, 61, 22, 29]","[0.42857142857142855, 0.0, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.8571428571428571, 0.14285714285714285, 0.0, 0.14285714285714285, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.7142857142857143, 0.0, 0.0, 0.2857142857142857]",10,224390
3565,3557,"[2, 3, 5, 38, 8, 9, 140, 15, 336, 22, 24, 59]","[0.0, 0.16666666666666666, 0.4166666666666667, 0.4166666666666667, 0.0, 0.16666666666666666, 0.0, 0.8333333333333334, 0.4166666666666667, 0.3333333333333333, 0.25, 0.16666666666666666, 0.5, 0.3333333333333333, 0.5833333333333334, 0.25, 0.08333333333333333, 0.08333333333333333, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",3,392137
3566,3558,"[128, 3, 4, 134, 7, 8, 15, 24, 28, 165, 52, 310, 59, 328, 336, 597, 89, 346, 232]","[0.05263157894736842, 0.0, 0.3684210526315789, 0.5789473684210527, 0.0, 0.0, 0.05263157894736842, 0.9473684210526315, 0.42105263157894735, 0.42105263157894735, 0.15789473684210525, 0.21052631578947367, 0.3157894736842105, 0.47368421052631576, 0.5789473684210527, 0.21052631578947367, 0.15789473684210525, 0.05263157894736842, 0.6842105263157895, 0.3157894736842105, 0.0, 0.0]",2,214203
3567,3559,"[2, 3, 8, 9, 13, 15, 49, 59]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.25, 0.375, 0.375, 0.25, 0.25, 0.5, 0.5, 0.25, 0.125, 0.125, 0.75, 0.25, 0.0, 0.0]",2,487721
3568,3560,"[2, 6, 8, 329, 13, 15, 218, 61]","[0.25, 0.0, 0.375, 0.375, 0.0, 0.0, 0.25, 0.75, 0.625, 0.25, 0.125, 0.125, 0.5, 0.375, 0.375, 0.375, 0.125, 0.125, 0.625, 0.25, 0.0, 0.125]",5,376410
3569,3561,"[4, 15, 214, 22, 24, 89, 60, 61]","[0.25, 0.0, 0.5, 0.25, 0.125, 0.125, 0.125, 0.625, 0.5, 0.375, 0.125, 0.25, 0.625, 0.125, 0.625, 0.25, 0.0, 0.125, 0.625, 0.125, 0.0, 0.25]",8,240710
3570,3562,"[32, 3, 6, 72, 15, 145, 439, 217, 188]","[0.1111111111111111, 0.0, 0.4444444444444444, 0.4444444444444444, 0.1111111111111111, 0.0, 0.1111111111111111, 0.7777777777777778, 0.4444444444444444, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.5555555555555556, 0.1111111111111111, 0.4444444444444444, 0.4444444444444444, 0.0, 0.1111111111111111, 0.5555555555555556, 0.2222222222222222, 0.0, 0.2222222222222222]",3,257293
3571,3563,"[65, 2, 3, 328, 9, 17, 18, 243, 84, 22, 155, 29, 30]","[0.07692307692307693, 0.15384615384615385, 0.23076923076923078, 0.5384615384615384, 0.07692307692307693, 0.07692307692307693, 0.07692307692307693, 0.7692307692307693, 0.46153846153846156, 0.15384615384615385, 0.38461538461538464, 0.23076923076923078, 0.5384615384615384, 0.23076923076923078, 0.5384615384615384, 0.3076923076923077, 0.07692307692307693, 0.07692307692307693, 0.7692307692307693, 0.23076923076923078, 0.0, 0.0]",3,300006
