,id,places,theme,cluster,score
1654,1632,"[3, 59, 9, 15, 16, 49, 145, 341, 22, 342, 153, 187, 61, 62]","[0.35714285714285715, 0.0, 0.2857142857142857, 0.35714285714285715, 0.21428571428571427, 0.07142857142857142, 0.14285714285714285, 0.5714285714285714, 0.6428571428571429, 0.21428571428571427, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.35714285714285715, 0.07142857142857142, 0.14285714285714285, 0.5, 0.21428571428571427, 0.0, 0.2857142857142857]",8,201031
1655,1634,"[1, 2, 174, 7]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.75, 0.0, 0.25, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0]",5,742830
1656,1635,"[179, 22, 63]","[0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0]",10,118509
1657,1636,"[2, 3, 4, 134, 8, 10, 75, 174, 118, 30]","[0.1, 0.1, 0.4, 0.4, 0.1, 0.0, 0.3, 0.6, 0.5, 0.2, 0.3, 0.1, 0.6, 0.3, 0.3, 0.3, 0.3, 0.1, 0.8, 0.2, 0.0, 0.0]",5,438275
1658,1637,"[1, 3, 6, 8, 42, 84, 21]","[0.0, 0.0, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.2857142857142857, 0.7142857142857143, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.14285714285714285, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",5,542614
1659,1638,"[65, 2, 3, 196, 8, 41, 682, 80, 19, 22, 123, 28]","[0.08333333333333333, 0.16666666666666666, 0.4166666666666667, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.0, 0.8333333333333334, 0.5, 0.25, 0.25, 0.25, 0.5833333333333334, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.75, 0.16666666666666666, 0.0, 0.08333333333333333]",3,306988
1660,1639,"[1, 2, 9, 22]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.25, 0.25, 0.5, 0.5, 0.0, 0.5, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",5,768298
1661,1640,"[4, 229, 7, 8, 40, 10, 15, 25, 61]","[0.1111111111111111, 0.0, 0.7777777777777778, 0.1111111111111111, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.2222222222222222, 0.4444444444444444, 0.2222222222222222, 0.1111111111111111, 0.7777777777777778, 0.1111111111111111, 0.0, 0.1111111111111111]",6,327797
1662,1641,"[3, 4, 9, 13, 981]","[0.0, 0.2, 0.4, 0.4, 0.0, 0.2, 0.0, 0.8, 0.4, 0.0, 0.6, 0.2, 0.6, 0.2, 0.6, 0.4, 0.0, 0.0, 0.8, 0.2, 0.0, 0.0]",3,535422
1663,1642,"[386, 323, 5, 8, 9, 554, 107, 10, 13, 78, 15, 176, 84, 20, 22]","[0.06666666666666667, 0.06666666666666667, 0.4666666666666667, 0.4, 0.06666666666666667, 0.13333333333333333, 0.06666666666666667, 0.7333333333333333, 0.6666666666666666, 0.26666666666666666, 0.06666666666666667, 0.06666666666666667, 0.7333333333333333, 0.2, 0.26666666666666666, 0.4, 0.2, 0.13333333333333333, 0.8, 0.06666666666666667, 0.0, 0.13333333333333333]",5,215889
1664,1643,"[4, 260, 200, 145, 52, 315, 61, 30, 31]","[0.3333333333333333, 0.2222222222222222, 0.3333333333333333, 0.1111111111111111, 0.2222222222222222, 0.0, 0.2222222222222222, 0.5555555555555556, 0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0, 0.7777777777777778, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111, 0.4444444444444444, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333]",8,178506
1665,1644,"[66, 5, 8, 9, 10, 22, 347]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.8571428571428571, 0.0, 0.0, 0.14285714285714285]",5,315285
1666,1645,"[92, 4, 389, 223]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.25, 0.25, 0.5, 0.25, 0.5, 0.25, 0.5, 0.25, 0.25, 0.0, 0.75, 0.25, 0.0, 0.0]",3,260933
1667,1646,"[6, 10, 888, 25, 223]","[0.0, 0.2, 0.4, 0.4, 0.0, 0.0, 0.6, 0.4, 0.6, 0.4, 0.0, 0.0, 0.4, 0.6, 0.0, 0.6, 0.4, 0.0, 0.8, 0.2, 0.0, 0.0]",0,244833
1668,1647,"[24, 59, 19, 60]","[0.0, 0.0, 0.75, 0.25, 0.0, 0.0, 0.0, 1.0, 0.5, 0.5, 0.0, 0.25, 0.0, 0.75, 0.75, 0.25, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0]",2,159190
1669,1648,"[10, 627, 372, 22, 346, 92]","[0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.0, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.16666666666666666, 0.6666666666666666, 0.0, 0.16666666666666666, 0.8333333333333334, 0.0, 0.0, 0.16666666666666666]",10,118333
1670,16,"[65, 1029, 37, 9, 202, 78, 58]","[0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.0, 0.0, 0.7142857142857143, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.5714285714285714, 0.0, 0.0, 0.42857142857142855, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285]",8,127262
1671,1649,"[194, 106, 78, 112, 17, 83, 22, 345, 62]","[0.4444444444444444, 0.0, 0.4444444444444444, 0.1111111111111111, 0.4444444444444444, 0.1111111111111111, 0.0, 0.4444444444444444, 0.8888888888888888, 0.1111111111111111, 0.0, 0.0, 0.8888888888888888, 0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.1111111111111111, 0.4444444444444444, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",10,101988
1672,1650,"[3, 4, 573, 8, 9, 13, 110, 785, 179, 22, 55, 861]","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.25, 0.0, 0.5833333333333334, 0.6666666666666666, 0.08333333333333333, 0.25, 0.08333333333333333, 0.6666666666666666, 0.25, 0.4166666666666667, 0.3333333333333333, 0.16666666666666666, 0.08333333333333333, 0.75, 0.16666666666666666, 0.0, 0.08333333333333333]",5,297354
1673,1651,"[9, 19, 13, 38]","[0.0, 0.25, 0.5, 0.25, 0.0, 0.25, 0.0, 0.75, 0.75, 0.0, 0.25, 0.0, 0.25, 0.75, 0.75, 0.25, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",7,272427
1674,1652,"[10, 179, 22, 119, 123, 60, 223]","[0.0, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.0, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.7142857142857143, 0.2857142857142857, 0.0, 0.14285714285714285, 0.7142857142857143, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.0, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",5,129157
1675,1653,"[581, 5, 776, 112, 16, 83, 118, 219, 29, 223]","[0.2, 0.2, 0.1, 0.5, 0.2, 0.1, 0.1, 0.6, 0.7, 0.2, 0.1, 0.1, 0.4, 0.5, 0.3, 0.4, 0.1, 0.2, 0.7, 0.2, 0.0, 0.1]",11,137866
1676,1654,"[7, 28, 29, 975]","[0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.25, 0.25, 0.75, 0.25, 0.0, 0.25, 0.5, 0.25, 0.5, 0.25, 0.0, 0.25, 0.75, 0.25, 0.0, 0.0]",8,197954
1677,1656,"[1, 66, 3, 4, 37, 5, 6, 8, 9, 42, 18, 84, 30, 24, 190, 573, 62, 223]","[0.1111111111111111, 0.1111111111111111, 0.3333333333333333, 0.4444444444444444, 0.1111111111111111, 0.05555555555555555, 0.16666666666666666, 0.6666666666666666, 0.7222222222222222, 0.1111111111111111, 0.16666666666666666, 0.05555555555555555, 0.7222222222222222, 0.2222222222222222, 0.3888888888888889, 0.2777777777777778, 0.2777777777777778, 0.05555555555555555, 0.6111111111111112, 0.2222222222222222, 0.0, 0.16666666666666666]",5,365001
1678,1657,"[456, 8, 59, 28, 31]","[0.0, 0.0, 0.6, 0.4, 0.0, 0.0, 0.0, 1.0, 0.2, 0.8, 0.0, 0.2, 0.2, 0.6, 0.4, 0.2, 0.4, 0.0, 0.8, 0.0, 0.0, 0.2]",1,178291
1679,1658,"[1, 3, 37, 7, 9, 46, 18, 61]","[0.125, 0.0, 0.375, 0.5, 0.0, 0.0, 0.375, 0.625, 0.75, 0.0, 0.25, 0.125, 0.75, 0.125, 0.5, 0.5, 0.0, 0.0, 0.5, 0.375, 0.0, 0.125]",5,472380
1680,1659,"[4, 775, 105, 13, 342, 154, 573]","[0.14285714285714285, 0.0, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.2857142857142857, 0.5714285714285714, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.0, 0.0, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",5,198932
1681,1660,"[419, 200, 361, 10, 27]","[0.0, 0.2, 0.6, 0.2, 0.0, 0.0, 0.2, 0.8, 0.8, 0.0, 0.2, 0.2, 0.8, 0.0, 0.6, 0.4, 0.0, 0.0, 0.4, 0.2, 0.2, 0.2]",5,125020
1682,1661,"[960, 9, 52, 13]","[0.25, 0.0, 0.25, 0.5, 0.25, 0.0, 0.0, 0.75, 0.75, 0.0, 0.25, 0.0, 0.5, 0.5, 0.75, 0.25, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0]",11,213428
1683,1662,"[289, 200, 8, 10, 43, 80, 148, 22, 1051, 61]","[0.4, 0.2, 0.4, 0.0, 0.2, 0.1, 0.2, 0.5, 0.8, 0.1, 0.1, 0.0, 0.9, 0.1, 0.0, 0.7, 0.3, 0.0, 0.8, 0.0, 0.1, 0.1]",10,147941
1684,1663,"[584, 41, 155, 9]","[0.0, 0.25, 0.25, 0.5, 0.0, 0.0, 0.0, 1.0, 0.25, 0.5, 0.25, 0.0, 0.75, 0.25, 0.25, 0.0, 0.25, 0.5, 1.0, 0.0, 0.0, 0.0]",3,148540
1685,1664,"[101, 10, 78, 142, 144, 18, 146, 244, 22, 478]","[0.3, 0.2, 0.4, 0.1, 0.4, 0.1, 0.1, 0.4, 0.9, 0.1, 0.0, 0.0, 0.8, 0.2, 0.2, 0.5, 0.0, 0.3, 0.5, 0.0, 0.0, 0.5]",10,118070
1686,1665,"[4, 5, 75, 139, 28, 11, 15, 279, 379, 23, 26, 219, 220, 223]","[0.07142857142857142, 0.0, 0.21428571428571427, 0.7142857142857143, 0.07142857142857142, 0.0, 0.0, 0.9285714285714286, 0.21428571428571427, 0.5, 0.2857142857142857, 0.5, 0.21428571428571427, 0.2857142857142857, 0.6428571428571429, 0.14285714285714285, 0.14285714285714285, 0.07142857142857142, 0.5, 0.5, 0.0, 0.0]",9,218380
1687,1666,"[2, 707, 134, 105, 75, 310, 379, 94]","[0.125, 0.0, 0.375, 0.5, 0.125, 0.0, 0.0, 0.875, 0.375, 0.375, 0.25, 0.0, 0.5, 0.5, 0.375, 0.375, 0.25, 0.0, 0.875, 0.125, 0.0, 0.0]",7,190782
1688,1667,"[2, 229, 8, 174, 46, 22, 25]","[0.0, 0.0, 0.8571428571428571, 0.14285714285714285, 0.0, 0.14285714285714285, 0.0, 0.8571428571428571, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.0, 1.0, 0.0, 0.0, 0.0]",6,318495
1689,1668,"[8, 10, 707, 13]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.25, 0.75, 0.75, 0.25, 0.0, 0.0, 0.25, 0.75, 0.0, 0.75, 0.25, 0.0, 1.0, 0.0, 0.0, 0.0]",6,291140
1690,1669,"[2, 38, 52, 22, 60, 223]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.5, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",11,299299
1691,1670,"[1, 4, 38, 75, 174, 17, 26, 92]","[0.125, 0.125, 0.5, 0.25, 0.125, 0.125, 0.125, 0.625, 0.625, 0.25, 0.125, 0.125, 0.625, 0.25, 0.5, 0.5, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0]",5,370471
1692,1671,"[1, 8, 137, 10, 75, 78, 82, 24, 59, 60, 445]","[0.18181818181818182, 0.09090909090909091, 0.5454545454545454, 0.18181818181818182, 0.18181818181818182, 0.09090909090909091, 0.18181818181818182, 0.5454545454545454, 0.6363636363636364, 0.2727272727272727, 0.09090909090909091, 0.18181818181818182, 0.5454545454545454, 0.2727272727272727, 0.36363636363636365, 0.45454545454545453, 0.09090909090909091, 0.09090909090909091, 0.6363636363636364, 0.18181818181818182, 0.0, 0.18181818181818182]",5,260239
1693,1672,"[2, 37, 5, 10, 18, 58, 59]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.0, 0.14285714285714285, 0.8571428571428571, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.7142857142857143, 0.2857142857142857, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",5,401923
1694,1673,"[1, 2, 3, 390, 38, 7, 8, 10, 15, 22]","[0.0, 0.1, 0.5, 0.4, 0.0, 0.2, 0.3, 0.5, 0.5, 0.2, 0.3, 0.3, 0.5, 0.2, 0.5, 0.3, 0.1, 0.1, 0.7, 0.3, 0.0, 0.0]",3,541952
1695,1674,"[3, 8, 75, 54, 22, 88, 61]","[0.42857142857142855, 0.0, 0.2857142857142857, 0.2857142857142857, 0.14285714285714285, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285]",10,296730
1696,1675,"[3, 47, 52, 91, 92]","[0.2, 0.0, 0.4, 0.4, 0.0, 0.0, 0.2, 0.8, 0.6, 0.2, 0.2, 0.2, 0.6, 0.2, 0.4, 0.4, 0.0, 0.2, 0.6, 0.4, 0.0, 0.0]",5,285956
1697,1676,"[3, 5, 7, 8, 10, 13, 15, 16, 18, 22, 28, 31, 179, 59, 61, 960, 707, 80, 92, 93, 223]","[0.14285714285714285, 0.047619047619047616, 0.5238095238095238, 0.2857142857142857, 0.09523809523809523, 0.09523809523809523, 0.14285714285714285, 0.6666666666666666, 0.6666666666666666, 0.2857142857142857, 0.047619047619047616, 0.14285714285714285, 0.5238095238095238, 0.3333333333333333, 0.2857142857142857, 0.47619047619047616, 0.19047619047619047, 0.047619047619047616, 0.8095238095238095, 0.14285714285714285, 0.0, 0.047619047619047616]",5,245133
1698,1677,"[165, 359, 40, 10, 75, 18, 373, 220, 222]","[0.1111111111111111, 0.0, 0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0, 0.1111111111111111, 0.7777777777777778, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0, 0.5555555555555556, 0.4444444444444444, 0.2222222222222222, 0.7777777777777778, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",6,110458
1699,1678,"[32, 74, 42, 398, 48, 50, 83, 25, 382, 831]","[0.4, 0.0, 0.4, 0.2, 0.1, 0.1, 0.2, 0.6, 0.5, 0.3, 0.2, 0.2, 0.6, 0.2, 0.2, 0.3, 0.2, 0.3, 0.6, 0.1, 0.0, 0.3]",0,94097
1700,1679,"[1, 5, 37, 174, 338, 19, 23]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.0, 0.14285714285714285, 0.8571428571428571, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0, 0.42857142857142855, 0.5714285714285714, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0]",7,364165
1701,1680,"[4, 5, 174, 341, 22, 24, 186, 187]","[0.125, 0.0, 0.375, 0.5, 0.0, 0.125, 0.0, 0.875, 0.625, 0.25, 0.125, 0.0, 0.5, 0.5, 0.5, 0.25, 0.0, 0.25, 1.0, 0.0, 0.0, 0.0]",7,263506
1702,1681,"[2, 3, 37, 329, 9]","[0.2, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 1.0, 0.4, 0.0, 0.6, 0.2, 0.6, 0.2, 1.0, 0.0, 0.0, 0.0, 0.6, 0.4, 0.0, 0.0]",9,555990
1703,1682,"[8, 665, 361]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]",11,156057
1704,1683,"[2, 3, 38, 6, 8, 9, 13, 15, 16, 22, 346, 219]","[0.0, 0.08333333333333333, 0.4166666666666667, 0.5, 0.0, 0.16666666666666666, 0.08333333333333333, 0.75, 0.5, 0.16666666666666666, 0.3333333333333333, 0.25, 0.4166666666666667, 0.3333333333333333, 0.5, 0.3333333333333333, 0.08333333333333333, 0.08333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",3,412091
1705,1684,"[1, 38, 9, 206, 80, 48, 275, 22, 60, 253]","[0.4, 0.1, 0.3, 0.2, 0.4, 0.2, 0.1, 0.3, 0.7, 0.1, 0.2, 0.2, 0.7, 0.1, 0.7, 0.3, 0.0, 0.0, 0.5, 0.2, 0.0, 0.3]",8,244023
1706,1685,"[617, 18, 4]","[0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",5,384514
1707,1686,"[3, 4, 41, 9, 13, 114, 25]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.0, 0.0, 0.14285714285714285, 0.8571428571428571, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.8571428571428571, 0.14285714285714285, 0.0, 0.0]",3,436894
1708,1687,"[161, 2, 10, 110, 28, 29]","[0.3333333333333333, 0.0, 0.16666666666666666, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666, 0.5, 0.5, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333, 0.5, 0.16666666666666666, 0.5, 0.5, 0.0, 0.0, 0.8333333333333334, 0.0, 0.0, 0.16666666666666666]",8,336059
1709,1688,"[3, 6, 38, 9, 428, 112, 16, 22, 92]","[0.0, 0.1111111111111111, 0.4444444444444444, 0.4444444444444444, 0.0, 0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.7777777777777778, 0.0, 0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.4444444444444444, 0.5555555555555556, 0.0, 0.0, 0.5555555555555556, 0.4444444444444444, 0.0, 0.0]",5,312738
1710,1689,"[2, 4, 9, 43, 21, 26]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.8333333333333334, 0.0, 0.16666666666666666, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",9,506736
1711,1690,"[4, 105, 179, 22, 92]","[0.0, 0.2, 0.8, 0.0, 0.0, 0.4, 0.0, 0.6, 0.6, 0.2, 0.2, 0.0, 1.0, 0.0, 0.4, 0.4, 0.2, 0.0, 1.0, 0.0, 0.0, 0.0]",6,262189
1712,1691,"[8, 2, 31, 271]","[0.0, 0.0, 0.75, 0.25, 0.0, 0.0, 0.0, 1.0, 0.25, 0.5, 0.25, 0.0, 0.5, 0.5, 0.25, 0.25, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0]",1,455008
1713,1692,"[165, 39, 8, 174, 245, 60]","[0.0, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 0.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",1,135193
1714,1693,"[1, 223, 8, 10, 43, 13, 174, 23, 26, 91, 31]","[0.0, 0.0, 0.7272727272727273, 0.2727272727272727, 0.0, 0.0, 0.18181818181818182, 0.8181818181818182, 0.45454545454545453, 0.5454545454545454, 0.0, 0.09090909090909091, 0.45454545454545453, 0.45454545454545453, 0.09090909090909091, 0.36363636363636365, 0.45454545454545453, 0.09090909090909091, 0.9090909090909091, 0.09090909090909091, 0.0, 0.0]",1,297027
1715,1694,"[201, 137, 187, 52, 21, 282, 123, 28]","[0.125, 0.125, 0.125, 0.625, 0.0, 0.0, 0.0, 1.0, 0.5, 0.25, 0.25, 0.375, 0.25, 0.375, 0.75, 0.25, 0.0, 0.0, 0.625, 0.25, 0.0, 0.125]",11,90413
1716,1695,"[34, 8, 110, 46, 83, 118, 23, 313, 573]","[0.2222222222222222, 0.1111111111111111, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.0, 0.1111111111111111, 0.6666666666666666, 0.5555555555555556, 0.3333333333333333, 0.1111111111111111, 0.0, 0.5555555555555556, 0.4444444444444444, 0.1111111111111111, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.6666666666666666, 0.1111111111111111, 0.0, 0.2222222222222222]",0,129925
1717,1696,"[32, 25, 903, 31]","[0.25, 0.0, 0.75, 0.0, 0.25, 0.0, 0.0, 0.75, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.25, 0.75, 0.0, 1.0, 0.0, 0.0, 0.0]",1,127177
1718,1697,"[1, 7, 8, 41, 139, 285]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",3,399246
1719,1698,"[32, 3, 7, 456, 8, 10, 174, 48, 16, 25]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.2, 0.8, 0.6, 0.2, 0.2, 0.2, 0.5, 0.3, 0.5, 0.3, 0.2, 0.0, 0.5, 0.4, 0.0, 0.1]",11,311831
1720,1699,"[196, 37, 165, 10, 13, 80, 16, 49, 83, 52, 21]","[0.18181818181818182, 0.0, 0.36363636363636365, 0.45454545454545453, 0.18181818181818182, 0.0, 0.09090909090909091, 0.7272727272727273, 0.8181818181818182, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.36363636363636365, 0.5454545454545454, 0.5454545454545454, 0.45454545454545453, 0.0, 0.0, 0.5454545454545454, 0.36363636363636365, 0.0, 0.09090909090909091]",11,168342
1721,1700,"[8, 80, 174]","[0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0]",6,192770
1722,1701,"[2, 71, 8, 9, 55]","[0.0, 0.2, 0.4, 0.4, 0.0, 0.2, 0.2, 0.6, 0.4, 0.2, 0.4, 0.0, 0.6, 0.4, 0.4, 0.2, 0.2, 0.2, 1.0, 0.0, 0.0, 0.0]",3,451168
1723,1702,"[67, 4, 7, 71, 41, 10, 57]","[0.0, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.8571428571428571, 0.0, 0.14285714285714285, 0.0, 1.0, 0.0, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.5714285714285714, 0.2857142857142857, 0.0, 0.14285714285714285]",5,316971
1724,1704,"[903, 199, 174, 110, 19, 59, 31]","[0.42857142857142855, 0.0, 0.5714285714285714, 0.0, 0.42857142857142855, 0.0, 0.0, 0.5714285714285714, 0.5714285714285714, 0.42857142857142855, 0.0, 0.0, 0.5714285714285714, 0.42857142857142855, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.7142857142857143, 0.0, 0.0, 0.2857142857142857]",0,92324
1725,1705,"[960, 65, 40, 364, 23]","[0.2, 0.0, 0.4, 0.4, 0.2, 0.2, 0.0, 0.6, 0.6, 0.2, 0.2, 0.2, 0.4, 0.4, 0.4, 0.4, 0.2, 0.0, 0.8, 0.2, 0.0, 0.0]",7,92405
1726,1706,"[67, 165, 134, 336, 48, 52, 219]","[0.0, 0.0, 0.2857142857142857, 0.7142857142857143, 0.0, 0.0, 0.0, 1.0, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.0, 0.2857142857142857, 0.7142857142857143, 0.0, 0.0]",9,72158
1727,1707,"[67, 5, 102, 201, 76, 15, 21, 86, 377, 188, 127]","[0.18181818181818182, 0.09090909090909091, 0.36363636363636365, 0.36363636363636365, 0.0, 0.0, 0.09090909090909091, 0.9090909090909091, 0.5454545454545454, 0.2727272727272727, 0.18181818181818182, 0.18181818181818182, 0.7272727272727273, 0.09090909090909091, 0.36363636363636365, 0.45454545454545453, 0.0, 0.18181818181818182, 0.45454545454545453, 0.2727272727272727, 0.0, 0.2727272727272727]",8,149498
